Orthogroup	Allma1_GeneCatalog_proteins_20131203.aa	Blabri1_GeneCatalog_proteins_20160901.aa	Blastocladiella_emersonii_ATCC_22665.proteins	Catan2_GeneCatalog_proteins_20160412.aa	Chytriomyces_confervae_GCA_006535975_ASM653597v1_protein	Parsed1_GeneCatalog_proteins_20170905.aa	Rhihy1_GeneCatalog_proteins_20151219.aa	Total
OG0006825	0	0	0	5	0	0	0	5
OG0006826	0	0	0	1	0	0	4	5
OG0006827	0	0	0	1	2	0	2	5
OG0006828	0	0	0	0	1	0	4	5
OG0006829	0	0	0	0	1	0	4	5
OG0006830	0	0	0	0	1	0	4	5
OG0006831	0	0	0	0	2	0	3	5
OG0006832	0	0	0	0	5	0	0	5
OG0006833	0	0	0	0	5	0	0	5
OG0006834	0	0	0	0	2	1	2	5
OG0006835	0	0	0	0	3	0	2	5
OG0006836	0	0	0	0	3	1	1	5
OG0006837	0	0	0	0	4	0	1	5
OG0006838	0	0	0	0	5	0	0	5
OG0006839	0	0	0	0	4	0	1	5
OG0006840	0	0	0	0	4	0	1	5
OG0006841	0	0	0	0	3	0	2	5
OG0006842	0	0	0	0	2	0	3	5
OG0006843	0	0	0	0	5	0	0	5
OG0006844	0	0	0	0	2	0	3	5
OG0006845	0	0	0	0	1	0	4	5
OG0006846	0	0	0	0	1	0	4	5
OG0006847	0	0	0	0	3	0	2	5
OG0006848	0	0	0	0	3	1	1	5
OG0006849	0	0	0	0	2	0	3	5
OG0006850	0	0	0	0	3	0	2	5
OG0006851	0	0	0	0	4	0	1	5
OG0006852	0	0	0	0	2	1	2	5
OG0006853	0	0	0	0	3	0	2	5
OG0006854	0	0	0	0	5	0	0	5
OG0006855	0	0	0	0	1	2	2	5
OG0006856	0	0	0	0	2	0	3	5
OG0006857	0	0	0	0	2	0	3	5
OG0006858	0	0	0	0	4	0	1	5
OG0006859	0	0	0	0	2	0	3	5
OG0006860	0	0	0	0	1	1	3	5
OG0006861	0	0	0	0	1	1	3	5
OG0006862	0	0	0	0	4	0	1	5
OG0006863	0	0	0	0	1	0	4	5
OG0006864	0	0	0	0	1	3	1	5
OG0006865	0	0	0	0	1	0	4	5
OG0006866	0	0	0	0	2	0	3	5
OG0006867	0	0	0	0	1	1	3	5
OG0006868	0	0	0	0	5	0	0	5
OG0006869	0	0	0	0	2	0	3	5
OG0006870	0	0	0	0	3	0	2	5
OG0006871	0	0	0	0	3	0	2	5
OG0006872	0	0	0	0	1	1	3	5
OG0006873	0	0	0	0	3	1	1	5
OG0006874	0	0	0	0	2	0	3	5
OG0006875	0	0	0	0	1	0	4	5
OG0006876	0	0	0	0	5	0	0	5
OG0006877	0	0	0	0	2	0	3	5
OG0006878	0	0	0	0	4	0	1	5
OG0006879	0	0	0	0	2	1	2	5
OG0006880	0	0	0	0	2	2	1	5
OG0006881	0	0	0	0	2	0	3	5
OG0006882	0	0	0	0	3	0	2	5
OG0006883	0	0	0	0	3	0	2	5
OG0006884	0	0	0	0	3	0	2	5
OG0006885	0	0	0	0	2	2	1	5
OG0006886	0	0	0	0	2	0	3	5
OG0006887	0	0	0	0	1	1	3	5
OG0006888	0	0	0	0	1	0	4	5
OG0006889	0	0	0	0	3	0	2	5
OG0006890	0	0	0	0	1	0	4	5
OG0006891	0	0	0	0	2	0	3	5
OG0006892	0	0	0	0	4	0	1	5
OG0006893	0	0	0	0	2	0	3	5
OG0006894	0	0	0	0	5	0	0	5
OG0006895	0	0	0	0	3	0	2	5
OG0006896	0	0	0	0	1	1	3	5
OG0006897	0	0	0	0	2	0	3	5
OG0006898	0	0	0	0	1	0	4	5
OG0006899	0	0	0	0	2	0	3	5
OG0006900	0	0	0	0	3	0	2	5
OG0006901	0	0	0	0	2	1	2	5
OG0006902	0	0	0	0	2	1	2	5
OG0006903	0	0	0	0	1	1	3	5
OG0006904	0	0	0	0	3	0	2	5
OG0006905	0	0	0	0	1	2	2	5
OG0006906	0	0	0	0	4	0	1	5
OG0006907	0	0	0	0	1	1	3	5
OG0006908	0	0	0	0	2	0	3	5
OG0006909	0	0	0	0	2	0	3	5
OG0006910	0	0	0	0	1	1	3	5
OG0006911	0	0	0	0	2	0	3	5
OG0006912	0	0	0	0	1	0	4	5
OG0006913	0	0	0	0	2	2	1	5
OG0006914	0	0	0	0	2	2	1	5
OG0006915	0	0	0	0	1	0	4	5
OG0006916	0	0	0	0	4	0	1	5
OG0006917	0	0	0	0	1	0	4	5
OG0006918	0	0	0	0	2	0	3	5
OG0006919	0	0	0	0	2	0	3	5
OG0006920	0	0	0	0	2	0	3	5
OG0006921	0	0	0	0	1	1	3	5
OG0006922	0	0	0	0	1	0	4	5
OG0006923	0	0	0	0	5	0	0	5
OG0006924	0	0	0	0	4	0	1	5
OG0006925	0	0	0	0	1	0	4	5
OG0006926	0	0	0	0	1	2	2	5
OG0006927	0	0	0	0	1	1	3	5
OG0006928	0	0	0	0	1	0	4	5
OG0006929	0	0	0	0	2	0	3	5
OG0006930	0	0	0	0	3	0	2	5
OG0006931	0	0	0	0	4	0	1	5
OG0006932	0	0	0	0	4	0	1	5
OG0006933	0	0	0	0	1	0	4	5
OG0006934	0	0	0	0	2	1	2	5
OG0006935	0	0	0	0	1	1	3	5
OG0006936	0	0	0	0	1	0	4	5
OG0006937	0	0	0	0	1	0	4	5
OG0006938	0	0	0	0	1	0	4	5
OG0006939	0	0	0	0	2	0	3	5
OG0006940	0	0	0	0	1	0	4	5
OG0006941	0	0	0	0	3	1	1	5
OG0006942	0	0	0	0	2	1	2	5
OG0006943	0	0	0	0	2	1	2	5
OG0006944	0	0	0	0	1	0	4	5
OG0006945	0	0	0	0	2	0	3	5
OG0006946	0	0	0	0	4	0	1	5
OG0006947	0	0	0	0	2	0	3	5
OG0006948	0	0	0	0	1	1	3	5
OG0006949	0	0	0	0	1	1	3	5
OG0006950	0	0	0	0	1	3	1	5
OG0006951	0	0	0	0	1	0	4	5
OG0006952	0	0	0	0	1	1	3	5
OG0006953	0	0	0	0	1	1	3	5
OG0006954	0	0	0	0	1	0	4	5
OG0006955	0	0	0	0	1	0	4	5
OG0006956	0	0	0	0	1	2	2	5
OG0006957	0	0	0	0	1	0	4	5
OG0006958	0	0	0	0	1	0	4	5
OG0006959	0	0	0	0	1	0	4	5
OG0006960	0	0	0	0	1	0	4	5
OG0006961	0	0	0	0	1	0	4	5
OG0006962	0	0	0	0	1	1	3	5
OG0006963	0	0	0	0	1	0	4	5
OG0006964	0	0	0	0	1	1	3	5
OG0006965	0	0	0	0	1	1	3	5
OG0006966	0	0	0	0	1	0	4	5
OG0006967	0	0	0	0	1	0	4	5
OG0006968	0	0	0	0	1	0	4	5
OG0006969	0	0	0	0	5	0	0	5
OG0006970	0	0	0	0	1	1	3	5
OG0006971	0	0	0	0	1	0	4	5
OG0006972	0	0	0	0	1	1	3	5
OG0006973	0	0	0	0	1	0	4	5
OG0006974	0	0	0	0	1	0	4	5
OG0006975	0	0	0	0	1	1	3	5
OG0006976	0	0	0	0	1	2	2	5
OG0006977	0	0	0	0	1	1	3	5
OG0006978	0	0	0	0	1	0	4	5
OG0006979	0	0	0	0	1	1	3	5
OG0006980	0	0	0	0	1	2	2	5
OG0006981	0	0	0	0	1	1	3	5
OG0006982	0	0	0	0	4	0	1	5
OG0006983	0	0	0	0	1	1	3	5
OG0006984	0	0	0	0	1	1	3	5
OG0006985	0	0	0	0	2	1	2	5
OG0006986	0	0	0	0	2	0	3	5
OG0006987	0	0	0	0	1	0	4	5
OG0006988	0	0	0	0	1	0	4	5
OG0006989	0	0	0	0	1	0	4	5
OG0006990	0	0	0	0	1	1	3	5
OG0006991	0	0	0	0	1	0	4	5
OG0006992	0	0	0	0	1	2	2	5
OG0006993	0	0	0	0	0	1	4	5
OG0006994	0	0	0	0	0	5	0	5
OG0006995	0	0	0	0	0	5	0	5
OG0006996	0	0	0	0	0	5	0	5
OG0006997	0	0	0	0	0	5	0	5
OG0006998	0	0	0	0	0	5	0	5
OG0006999	0	0	0	0	0	5	0	5
OG0007000	0	0	0	0	0	5	0	5
OG0007001	0	0	0	0	0	5	0	5
OG0007002	0	0	0	0	0	5	0	5
OG0007003	0	0	0	0	0	5	0	5
OG0007004	0	0	0	0	0	5	0	5
OG0007005	0	0	0	0	0	5	0	5
OG0007006	0	0	0	0	0	5	0	5
OG0007007	0	0	0	0	0	5	0	5
OG0007008	0	0	0	0	0	5	0	5
OG0007009	0	0	0	0	0	5	0	5
OG0007010	0	0	0	0	0	5	0	5
OG0007011	0	0	0	0	0	5	0	5
OG0007012	0	0	0	0	0	1	4	5
OG0007013	0	0	0	0	0	5	0	5
OG0007014	0	0	0	0	0	5	0	5
OG0007015	0	0	0	0	0	5	0	5
OG0007016	0	0	0	0	0	5	0	5
OG0007017	0	0	0	0	0	5	0	5
OG0007018	0	0	0	0	0	1	4	5
OG0007019	0	0	0	0	0	1	4	5
OG0007020	0	0	0	0	0	1	4	5
OG0007021	0	0	0	0	0	0	5	5
OG0007022	0	0	0	0	0	0	5	5
OG0007023	0	0	0	0	0	0	5	5
OG0007024	0	0	0	0	0	0	5	5
OG0007025	0	0	0	0	0	0	5	5
OG0007026	0	0	0	0	0	0	5	5
OG0007027	0	0	0	0	0	0	5	5
OG0007028	0	0	0	0	0	0	5	5
OG0007029	0	0	0	0	0	0	5	5
OG0007030	0	0	0	0	0	0	5	5
OG0007031	0	0	0	0	0	0	5	5
OG0007032	0	0	0	0	0	0	5	5
OG0007033	0	0	0	0	0	0	5	5
OG0007034	0	0	0	0	0	0	5	5
OG0007035	0	0	0	0	0	0	5	5
OG0007036	0	0	0	0	0	0	5	5
OG0007037	0	0	0	0	0	0	5	5
OG0007038	0	0	0	0	0	0	5	5
OG0007039	0	0	0	0	0	0	5	5
OG0007040	0	0	0	0	0	0	5	5
OG0007041	0	0	0	0	0	0	5	5
OG0007042	0	0	0	0	0	0	5	5
OG0007043	0	0	0	0	0	0	5	5
OG0007044	0	0	0	0	0	0	5	5
OG0007045	0	0	0	0	0	0	5	5
OG0007046	0	0	0	0	0	0	5	5
OG0007047	0	0	0	0	0	0	5	5
OG0007048	0	0	0	0	0	0	5	5
OG0007049	0	0	0	0	0	0	5	5
OG0007050	0	0	0	0	0	0	5	5
OG0007051	0	0	0	0	0	0	5	5
OG0007052	0	0	0	0	0	0	5	5
OG0007053	0	0	0	0	0	0	5	5
OG0007054	0	0	0	0	0	0	5	5
OG0007055	0	0	0	0	0	0	5	5
OG0007056	0	0	0	0	0	0	5	5
OG0007057	0	0	0	0	0	0	5	5
OG0007058	0	0	0	0	0	0	5	5
OG0007059	0	0	0	0	0	0	5	5
OG0007060	0	0	0	0	0	0	5	5
OG0007061	0	0	0	0	0	0	5	5
OG0007062	0	0	0	0	0	0	5	5
OG0007063	0	0	0	0	0	0	5	5
OG0007064	0	0	0	0	0	0	5	5
OG0007065	0	0	0	0	0	0	5	5
OG0007066	0	0	0	0	0	0	5	5
OG0007067	0	0	0	0	0	0	5	5
OG0007068	0	0	0	0	0	0	5	5
OG0007069	0	0	0	0	0	0	5	5
OG0007070	0	0	0	0	0	0	5	5
OG0007071	0	0	0	0	0	0	5	5
OG0007072	0	0	0	0	0	0	5	5
OG0007073	0	0	0	0	0	0	5	5
OG0007074	0	0	0	0	0	0	5	5
OG0007075	0	0	0	0	0	0	5	5
OG0007076	0	0	0	0	0	0	5	5
OG0007077	0	0	0	0	0	0	5	5
OG0007078	0	0	0	0	0	0	5	5
OG0007079	0	0	0	0	0	0	5	5
OG0007080	0	0	0	0	0	0	5	5
OG0007081	0	0	0	0	0	0	5	5
OG0007082	0	0	0	0	0	0	5	5
OG0007083	0	0	0	0	0	0	5	5
OG0007084	0	0	0	0	0	0	5	5
OG0007085	0	0	0	0	0	0	5	5
OG0007086	0	0	0	0	0	0	5	5
OG0007087	0	0	0	0	0	0	5	5
OG0007088	0	0	0	0	0	0	5	5
OG0007089	0	0	0	0	0	0	5	5
OG0007090	0	0	0	0	0	0	5	5
OG0007091	0	0	0	0	0	0	5	5
OG0007092	0	0	0	0	0	0	5	5
OG0007093	0	0	0	0	0	0	5	5
OG0007094	0	0	0	0	0	0	5	5
OG0007095	0	0	0	0	0	0	5	5
OG0007096	0	0	0	0	0	0	5	5
OG0007097	0	0	0	0	0	0	5	5
OG0007098	0	0	0	0	0	0	5	5
OG0007099	0	0	0	0	0	0	5	5
OG0007100	0	0	0	0	0	0	5	5
OG0007101	0	0	0	0	0	0	5	5
OG0007102	0	0	0	0	0	0	5	5
OG0007103	0	0	0	0	0	0	5	5
OG0007104	0	0	0	0	0	0	5	5
OG0007105	0	0	0	0	0	0	5	5
OG0007106	0	0	0	0	0	0	5	5
OG0007107	0	0	0	0	0	0	5	5
OG0007108	0	0	0	0	0	0	5	5
OG0007109	0	0	0	0	0	0	5	5
OG0007110	0	0	0	0	0	0	5	5
OG0007111	0	0	0	0	0	0	5	5
OG0007112	3	0	1	0	0	0	0	4
OG0007113	2	1	1	0	0	0	0	4
OG0007114	2	0	0	0	0	2	0	4
OG0007115	4	0	0	0	0	0	0	4
OG0007116	4	0	0	0	0	0	0	4
OG0007117	2	1	1	0	0	0	0	4
OG0007118	2	0	1	1	0	0	0	4
OG0007119	2	1	1	0	0	0	0	4
OG0007120	4	0	0	0	0	0	0	4
OG0007121	4	0	0	0	0	0	0	4
OG0007122	2	0	1	1	0	0	0	4
OG0007123	2	0	1	1	0	0	0	4
OG0007124	3	0	1	0	0	0	0	4
OG0007125	2	0	0	0	1	0	1	4
OG0007126	1	1	1	1	0	0	0	4
OG0007127	3	0	0	1	0	0	0	4
OG0007128	2	1	0	1	0	0	0	4
OG0007129	3	0	0	0	0	1	0	4
OG0007130	2	1	1	0	0	0	0	4
OG0007131	2	1	1	0	0	0	0	4
OG0007132	2	1	0	1	0	0	0	4
OG0007133	2	1	1	0	0	0	0	4
OG0007134	4	0	0	0	0	0	0	4
OG0007135	2	1	1	0	0	0	0	4
OG0007136	2	0	1	1	0	0	0	4
OG0007137	4	0	0	0	0	0	0	4
OG0007138	3	0	0	0	0	1	0	4
OG0007139	4	0	0	0	0	0	0	4
OG0007140	1	1	1	1	0	0	0	4
OG0007141	2	1	1	0	0	0	0	4
OG0007142	2	1	1	0	0	0	0	4
OG0007143	4	0	0	0	0	0	0	4
OG0007144	2	1	1	0	0	0	0	4
OG0007145	3	0	0	0	0	1	0	4
OG0007146	2	1	1	0	0	0	0	4
OG0007147	3	0	0	1	0	0	0	4
OG0007148	2	1	1	0	0	0	0	4
OG0007149	4	0	0	0	0	0	0	4
OG0007150	2	0	1	0	0	1	0	4
OG0007151	4	0	0	0	0	0	0	4
OG0007152	2	0	1	1	0	0	0	4
OG0007153	1	1	1	1	0	0	0	4
OG0007154	4	0	0	0	0	0	0	4
OG0007155	1	1	1	1	0	0	0	4
OG0007156	3	0	0	0	0	1	0	4
OG0007157	4	0	0	0	0	0	0	4
OG0007158	3	0	0	0	0	0	1	4
OG0007159	1	1	1	1	0	0	0	4
OG0007160	2	1	1	0	0	0	0	4
OG0007161	2	1	1	0	0	0	0	4
OG0007162	2	0	0	1	0	1	0	4
OG0007163	3	0	1	0	0	0	0	4
OG0007164	1	1	1	1	0	0	0	4
OG0007165	2	1	0	1	0	0	0	4
OG0007166	2	1	1	0	0	0	0	4
OG0007167	2	0	1	1	0	0	0	4
OG0007168	2	0	1	1	0	0	0	4
OG0007169	2	1	1	0	0	0	0	4
OG0007170	4	0	0	0	0	0	0	4
OG0007171	2	1	1	0	0	0	0	4
OG0007172	2	1	1	0	0	0	0	4
OG0007173	2	0	2	0	0	0	0	4
OG0007174	2	1	1	0	0	0	0	4
OG0007175	4	0	0	0	0	0	0	4
OG0007176	4	0	0	0	0	0	0	4
OG0007177	4	0	0	0	0	0	0	4
OG0007178	4	0	0	0	0	0	0	4
OG0007179	4	0	0	0	0	0	0	4
OG0007180	2	1	1	0	0	0	0	4
OG0007181	4	0	0	0	0	0	0	4
OG0007182	2	0	1	1	0	0	0	4
OG0007183	2	1	1	0	0	0	0	4
OG0007184	2	1	1	0	0	0	0	4
OG0007185	2	0	2	0	0	0	0	4
OG0007186	2	0	1	1	0	0	0	4
OG0007187	2	1	1	0	0	0	0	4
OG0007188	2	0	1	1	0	0	0	4
OG0007189	2	1	1	0	0	0	0	4
OG0007190	2	0	1	1	0	0	0	4
OG0007191	2	1	0	1	0	0	0	4
OG0007192	2	1	1	0	0	0	0	4
OG0007193	2	1	0	1	0	0	0	4
OG0007194	4	0	0	0	0	0	0	4
OG0007195	2	0	1	1	0	0	0	4
OG0007196	2	0	1	1	0	0	0	4
OG0007197	2	1	1	0	0	0	0	4
OG0007198	2	1	1	0	0	0	0	4
OG0007199	2	1	1	0	0	0	0	4
OG0007200	2	1	1	0	0	0	0	4
OG0007201	1	0	2	1	0	0	0	4
OG0007202	4	0	0	0	0	0	0	4
OG0007203	2	0	1	1	0	0	0	4
OG0007204	1	1	1	1	0	0	0	4
OG0007205	2	1	0	1	0	0	0	4
OG0007206	2	1	0	1	0	0	0	4
OG0007207	2	1	0	1	0	0	0	4
OG0007208	4	0	0	0	0	0	0	4
OG0007209	2	1	0	1	0	0	0	4
OG0007210	4	0	0	0	0	0	0	4
OG0007211	2	1	1	0	0	0	0	4
OG0007212	1	1	1	1	0	0	0	4
OG0007213	2	0	1	0	0	1	0	4
OG0007214	3	0	1	0	0	0	0	4
OG0007215	4	0	0	0	0	0	0	4
OG0007216	3	0	0	0	0	0	1	4
OG0007217	1	1	1	1	0	0	0	4
OG0007218	4	0	0	0	0	0	0	4
OG0007219	2	0	1	1	0	0	0	4
OG0007220	1	1	1	1	0	0	0	4
OG0007221	2	1	1	0	0	0	0	4
OG0007222	2	1	1	0	0	0	0	4
OG0007223	2	1	1	0	0	0	0	4
OG0007224	1	1	0	1	0	1	0	4
OG0007225	2	1	0	0	0	1	0	4
OG0007226	2	1	1	0	0	0	0	4
OG0007227	1	1	1	1	0	0	0	4
OG0007228	4	0	0	0	0	0	0	4
OG0007229	2	1	1	0	0	0	0	4
OG0007230	2	1	1	0	0	0	0	4
OG0007231	2	1	1	0	0	0	0	4
OG0007232	3	0	1	0	0	0	0	4
OG0007233	1	1	2	0	0	0	0	4
OG0007234	2	0	1	1	0	0	0	4
OG0007235	2	0	1	1	0	0	0	4
OG0007236	4	0	0	0	0	0	0	4
OG0007237	4	0	0	0	0	0	0	4
OG0007238	2	0	1	0	0	1	0	4
OG0007239	4	0	0	0	0	0	0	4
OG0007240	2	0	1	1	0	0	0	4
OG0007241	2	1	1	0	0	0	0	4
OG0007242	2	0	1	1	0	0	0	4
OG0007243	2	1	0	1	0	0	0	4
OG0007244	4	0	0	0	0	0	0	4
OG0007245	1	1	1	1	0	0	0	4
OG0007246	2	1	1	0	0	0	0	4
OG0007247	2	1	0	1	0	0	0	4
OG0007248	1	1	0	2	0	0	0	4
OG0007249	2	1	1	0	0	0	0	4
OG0007250	1	1	1	1	0	0	0	4
OG0007251	4	0	0	0	0	0	0	4
OG0007252	4	0	0	0	0	0	0	4
OG0007253	4	0	0	0	0	0	0	4
OG0007254	2	1	0	0	0	1	0	4
OG0007255	4	0	0	0	0	0	0	4
OG0007256	1	1	1	1	0	0	0	4
OG0007257	1	1	1	1	0	0	0	4
OG0007258	2	0	1	1	0	0	0	4
OG0007259	3	0	0	1	0	0	0	4
OG0007260	3	0	1	0	0	0	0	4
OG0007261	2	0	1	0	0	1	0	4
OG0007262	2	1	1	0	0	0	0	4
OG0007263	2	0	1	1	0	0	0	4
OG0007264	2	1	1	0	0	0	0	4
OG0007265	2	1	1	0	0	0	0	4
OG0007266	2	1	1	0	0	0	0	4
OG0007267	2	0	1	0	0	1	0	4
OG0007268	2	0	0	0	0	1	1	4
OG0007269	2	0	2	0	0	0	0	4
OG0007270	4	0	0	0	0	0	0	4
OG0007271	2	0	1	1	0	0	0	4
OG0007272	2	0	1	1	0	0	0	4
OG0007273	1	1	2	0	0	0	0	4
OG0007274	2	0	1	1	0	0	0	4
OG0007275	2	1	0	1	0	0	0	4
OG0007276	2	1	1	0	0	0	0	4
OG0007277	4	0	0	0	0	0	0	4
OG0007278	2	1	1	0	0	0	0	4
OG0007279	1	1	1	1	0	0	0	4
OG0007280	4	0	0	0	0	0	0	4
OG0007281	2	0	1	1	0	0	0	4
OG0007282	2	0	1	1	0	0	0	4
OG0007283	4	0	0	0	0	0	0	4
OG0007284	2	1	0	1	0	0	0	4
OG0007285	2	1	1	0	0	0	0	4
OG0007286	4	0	0	0	0	0	0	4
OG0007287	2	0	1	0	0	1	0	4
OG0007288	2	0	0	0	0	2	0	4
OG0007289	2	1	1	0	0	0	0	4
OG0007290	2	1	1	0	0	0	0	4
OG0007291	4	0	0	0	0	0	0	4
OG0007292	2	1	1	0	0	0	0	4
OG0007293	2	0	1	1	0	0	0	4
OG0007294	4	0	0	0	0	0	0	4
OG0007295	3	0	1	0	0	0	0	4
OG0007296	2	1	1	0	0	0	0	4
OG0007297	1	1	1	0	0	1	0	4
OG0007298	4	0	0	0	0	0	0	4
OG0007299	1	1	0	0	2	0	0	4
OG0007300	1	1	1	1	0	0	0	4
OG0007301	1	1	0	1	0	1	0	4
OG0007302	1	1	1	0	0	1	0	4
OG0007303	1	1	1	1	0	0	0	4
OG0007304	4	0	0	0	0	0	0	4
OG0007305	2	1	1	0	0	0	0	4
OG0007306	4	0	0	0	0	0	0	4
OG0007307	2	1	1	0	0	0	0	4
OG0007308	2	1	1	0	0	0	0	4
OG0007309	2	0	1	1	0	0	0	4
OG0007310	2	1	1	0	0	0	0	4
OG0007311	2	1	1	0	0	0	0	4
OG0007312	2	1	0	1	0	0	0	4
OG0007313	2	1	1	0	0	0	0	4
OG0007314	4	0	0	0	0	0	0	4
OG0007315	2	1	1	0	0	0	0	4
OG0007316	4	0	0	0	0	0	0	4
OG0007317	2	0	1	0	0	1	0	4
OG0007318	3	1	0	0	0	0	0	4
OG0007319	4	0	0	0	0	0	0	4
OG0007320	2	1	1	0	0	0	0	4
OG0007321	2	1	1	0	0	0	0	4
OG0007322	2	1	1	0	0	0	0	4
OG0007323	4	0	0	0	0	0	0	4
OG0007324	2	0	1	1	0	0	0	4
OG0007325	4	0	0	0	0	0	0	4
OG0007326	1	1	1	1	0	0	0	4
OG0007327	1	1	1	1	0	0	0	4
OG0007328	2	0	1	0	0	1	0	4
OG0007329	2	0	1	1	0	0	0	4
OG0007330	4	0	0	0	0	0	0	4
OG0007331	2	0	1	1	0	0	0	4
OG0007332	4	0	0	0	0	0	0	4
OG0007333	2	0	1	1	0	0	0	4
OG0007334	4	0	0	0	0	0	0	4
OG0007335	2	1	0	1	0	0	0	4
OG0007336	2	1	1	0	0	0	0	4
OG0007337	2	1	1	0	0	0	0	4
OG0007338	2	1	1	0	0	0	0	4
OG0007339	1	1	1	1	0	0	0	4
OG0007340	4	0	0	0	0	0	0	4
OG0007341	1	1	1	1	0	0	0	4
OG0007342	2	0	1	1	0	0	0	4
OG0007343	2	0	1	1	0	0	0	4
OG0007344	1	3	0	0	0	0	0	4
OG0007345	2	1	0	0	0	1	0	4
OG0007346	1	1	1	1	0	0	0	4
OG0007347	2	0	0	0	0	1	1	4
OG0007348	3	0	1	0	0	0	0	4
OG0007349	2	0	0	0	1	0	1	4
OG0007350	4	0	0	0	0	0	0	4
OG0007351	2	1	0	0	0	1	0	4
OG0007352	2	1	0	1	0	0	0	4
OG0007353	2	1	1	0	0	0	0	4
OG0007354	1	0	0	0	0	0	3	4
OG0007355	2	1	0	1	0	0	0	4
OG0007356	2	1	1	0	0	0	0	4
OG0007357	1	1	1	1	0	0	0	4
OG0007358	2	0	1	1	0	0	0	4
OG0007359	2	1	0	1	0	0	0	4
OG0007360	3	0	1	0	0	0	0	4
OG0007361	4	0	0	0	0	0	0	4
OG0007362	4	0	0	0	0	0	0	4
OG0007363	1	1	0	1	0	1	0	4
OG0007364	1	1	1	1	0	0	0	4
OG0007365	2	0	2	0	0	0	0	4
OG0007366	2	1	0	0	0	1	0	4
OG0007367	2	1	1	0	0	0	0	4
OG0007368	1	2	1	0	0	0	0	4
OG0007369	4	0	0	0	0	0	0	4
OG0007370	1	0	0	0	1	1	1	4
OG0007371	4	0	0	0	0	0	0	4
OG0007372	1	1	1	1	0	0	0	4
OG0007373	4	0	0	0	0	0	0	4
OG0007374	2	1	1	0	0	0	0	4
OG0007375	2	0	1	1	0	0	0	4
OG0007376	4	0	0	0	0	0	0	4
OG0007377	4	0	0	0	0	0	0	4
OG0007378	4	0	0	0	0	0	0	4
OG0007379	4	0	0	0	0	0	0	4
OG0007380	4	0	0	0	0	0	0	4
OG0007381	2	0	1	0	0	1	0	4
OG0007382	2	1	1	0	0	0	0	4
OG0007383	2	0	1	1	0	0	0	4
OG0007384	2	1	1	0	0	0	0	4
OG0007385	2	1	1	0	0	0	0	4
OG0007386	4	0	0	0	0	0	0	4
OG0007387	1	1	1	1	0	0	0	4
OG0007388	1	2	1	0	0	0	0	4
OG0007389	1	1	0	1	0	1	0	4
OG0007390	4	0	0	0	0	0	0	4
OG0007391	2	1	1	0	0	0	0	4
OG0007392	1	1	1	1	0	0	0	4
OG0007393	2	1	0	0	0	1	0	4
OG0007394	1	1	1	1	0	0	0	4
OG0007395	1	1	2	0	0	0	0	4
OG0007396	2	1	1	0	0	0	0	4
OG0007397	1	0	1	0	0	1	1	4
OG0007398	4	0	0	0	0	0	0	4
OG0007399	1	1	1	1	0	0	0	4
OG0007400	1	1	1	0	0	1	0	4
OG0007401	1	0	0	0	1	1	1	4
OG0007402	1	1	1	1	0	0	0	4
OG0007403	1	1	1	1	0	0	0	4
OG0007404	4	0	0	0	0	0	0	4
OG0007405	1	1	1	1	0	0	0	4
OG0007406	1	1	1	1	0	0	0	4
OG0007407	2	1	0	1	0	0	0	4
OG0007408	2	1	1	0	0	0	0	4
OG0007409	1	1	1	1	0	0	0	4
OG0007410	4	0	0	0	0	0	0	4
OG0007411	2	1	0	1	0	0	0	4
OG0007412	4	0	0	0	0	0	0	4
OG0007413	3	0	1	0	0	0	0	4
OG0007414	2	0	1	0	0	0	1	4
OG0007415	2	1	0	1	0	0	0	4
OG0007416	2	0	1	1	0	0	0	4
OG0007417	3	0	1	0	0	0	0	4
OG0007418	2	1	0	0	0	1	0	4
OG0007419	2	1	1	0	0	0	0	4
OG0007420	4	0	0	0	0	0	0	4
OG0007421	2	1	1	0	0	0	0	4
OG0007422	1	1	1	0	0	0	1	4
OG0007423	1	1	1	1	0	0	0	4
OG0007424	4	0	0	0	0	0	0	4
OG0007425	2	0	1	1	0	0	0	4
OG0007426	2	0	1	0	0	1	0	4
OG0007427	2	0	1	1	0	0	0	4
OG0007428	2	0	1	1	0	0	0	4
OG0007429	3	0	1	0	0	0	0	4
OG0007430	2	0	1	0	1	0	0	4
OG0007431	3	0	1	0	0	0	0	4
OG0007432	2	1	1	0	0	0	0	4
OG0007433	1	0	1	1	0	1	0	4
OG0007434	2	0	1	1	0	0	0	4
OG0007435	2	0	1	1	0	0	0	4
OG0007436	4	0	0	0	0	0	0	4
OG0007437	2	0	1	1	0	0	0	4
OG0007438	1	1	1	1	0	0	0	4
OG0007439	1	1	1	1	0	0	0	4
OG0007440	1	1	1	1	0	0	0	4
OG0007441	1	1	1	1	0	0	0	4
OG0007442	2	1	1	0	0	0	0	4
OG0007443	1	1	1	1	0	0	0	4
OG0007444	2	0	1	1	0	0	0	4
OG0007445	1	1	1	1	0	0	0	4
OG0007446	1	1	1	1	0	0	0	4
OG0007447	1	0	2	1	0	0	0	4
OG0007448	1	1	1	1	0	0	0	4
OG0007449	1	1	1	1	0	0	0	4
OG0007450	1	1	1	1	0	0	0	4
OG0007451	1	1	1	1	0	0	0	4
